No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Dark_Mode_Strategy,AI_Integration_Level,Privacy_Tier,Agent_Readiness,Performance_Budget
16,Data,Use unstable_cache for data caching,Cache expensive database queries,unstable_cache with tags for DB results,Re-fetch database on every request,"unstable_cache(fetchPosts, ['posts'])",await db.posts.findMany() on every request,Medium,https://nextjs.org/docs/app/api-reference/functions/unstable_cache,not-applicable,none,none,none,critical
17,Metadata,Use Metadata API for SEO,Built-in metadata API for SEO optimization,Export metadata object or generateMetadata,Manual head tags or next/head,"export const metadata = { title: 'Page' }","<Head><title>Page</title></Head>",High,https://nextjs.org/docs/app/building-your-application/optimizing/metadata,not-applicable,none,none,none,standard
18,Metadata,Use dynamic metadata,Generate metadata based on route params,generateMetadata for dynamic pages,Static metadata for dynamic content,"export async function generateMetadata({ params })",Same title for all blog posts,Medium,https://nextjs.org/docs/app/api-reference/functions/generate-metadata,not-applicable,ai-optional,none,agent-aware,standard
19,Layout,Use layouts for shared UI,Persistent UI across route transitions,layout.tsx for shared navigation sidebar,Repeat shared UI in every page,app/dashboard/layout.tsx,Copy navbar into every page,High,https://nextjs.org/docs/app/building-your-application/routing/layouts-and-templates,not-applicable,none,none,none,standard
20,Layout,Use templates for re-mounting,Reset state on navigation unlike layouts,template.tsx for animation or form-reset,Layout for components that need fresh state,app/dashboard/template.tsx,Layout with key={pathname} hack,Low,https://nextjs.org/docs/app/building-your-application/routing/layouts-and-templates,not-applicable,none,none,none,standard
21,Layout,Use loading.tsx for instant loading UI,Automatic Suspense boundary per route segment,loading.tsx alongside page.tsx,Manual Suspense in every page,app/dashboard/loading.tsx,Custom loading state in each page,Medium,https://nextjs.org/docs/app/building-your-application/routing/loading-ui-and-streaming,not-applicable,none,none,none,standard
22,Layout,Use error.tsx for error boundaries,Automatic error handling per route segment,error.tsx with reset function,Unhandled errors crashing the app,"'use client' error.tsx with reset button",No error handling,High,https://nextjs.org/docs/app/building-your-application/routing/error-handling,not-applicable,ai-recommended,none,agent-optimized,standard
23,Layout,Use not-found.tsx for 404s,Custom 404 pages per route segment,not-found.tsx or notFound() function,Generic 404 for all routes,app/blog/not-found.tsx,Same 404 everywhere,Low,https://nextjs.org/docs/app/api-reference/file-conventions/not-found,not-applicable,none,none,none,standard
24,API,Use Route Handlers for API endpoints,Create API endpoints in app directory,route.ts in app/api/ directories,API routes in pages/api/,app/api/users/route.ts,pages/api/users.ts,Medium,https://nextjs.org/docs/app/building-your-application/routing/route-handlers,not-applicable,ai-recommended,basic,agent-optimized,standard
25,API,Use after() for background tasks,Next.js 15 after() API runs code after response,after() for logging analytics telemetry,Block response to run non-critical tasks,"after(() => { trackEvent() })",await trackEvent() before sending response,High,https://nextjs.org/docs/app/api-reference/functions/after,not-applicable,ai-native,basic,agent-native,critical
26,API,Use forbidden() and unauthorized() helpers,Next.js 15 auth boundary helpers,forbidden()/unauthorized() with error files,Manual 401/403 status responses,forbidden() in middleware,"return NextResponse.json({}, { status: 403 })",Medium,https://nextjs.org/docs/app/api-reference/functions/forbidden,not-applicable,none,gdpr-ready,agent-aware,standard
27,Optimization,Use next/image for images,Automatic image optimization and lazy loading,next/image with width height alt,Native img tags without optimization,"<Image src='/photo.jpg' width={800} height={600} alt='Photo' />","<img src='/photo.jpg' />",High,https://nextjs.org/docs/app/building-your-application/optimizing/images,not-applicable,none,none,none,critical
28,Optimization,Use next/font for fonts,Zero layout shift font loading,next/font/google or next/font/local,Google Fonts CDN link in head,"const inter = Inter({ subsets: ['latin'] })","<link href='fonts.googleapis.com' />",High,https://nextjs.org/docs/app/building-your-application/optimizing/fonts,not-applicable,none,none,none,critical
29,Optimization,Use next/script for third-party scripts,Control script loading strategy,strategy='lazyOnload' for non-critical scripts,Script tags in head,"<Script strategy='lazyOnload' src='analytics.js' />","<script src='analytics.js'></script>",Medium,https://nextjs.org/docs/app/building-your-application/optimizing/scripts,not-applicable,none,gdpr-ready,none,critical
30,Optimization,Use Turbopack for dev speed,Next.js 15 uses Turbopack for faster dev builds,next dev --turbopack for fast HMR,Webpack in development,next dev --turbopack,next dev (webpack),Medium,https://nextjs.org/docs/app/api-reference/turbopack,not-applicable,none,none,none,critical
31,Middleware,Use middleware for auth/redirects,Edge middleware for request-level logic,middleware.ts for auth checks and redirects,Auth checks in every page component,"export function middleware(req) { if (!auth) redirect() }",Auth check in each Server Component,High,https://nextjs.org/docs/app/building-your-application/routing/middleware,not-applicable,ai-recommended,gdpr-ready,agent-optimized,strict
32,Middleware,Keep middleware lightweight,Middleware runs on every matching request,Fast checks only in middleware,Heavy computation or DB queries in middleware,JWT verify + redirect,Database queries in middleware,High,https://nextjs.org/docs/app/building-your-application/routing/middleware,not-applicable,none,none,none,critical
33,Styling,Use CSS Modules by default,Scoped styles with zero runtime cost,.module.css files for component styles,Global CSS for component styles,Button.module.css,Inline styles or global classes,Medium,https://nextjs.org/docs/app/building-your-application/styling/css-modules,token-based,none,none,none,standard
34,Styling,Support dark mode with tokens,Design token based dark mode,CSS custom properties + prefers-color-scheme,Separate dark.css files,"@media (prefers-color-scheme: dark) { --bg: #111 }",Duplicate styles for dark mode,Medium,,auto-detect,none,none,none,standard
35,TypeScript,Use strict TypeScript,Type safety across the application,Strict mode in tsconfig,Loose TypeScript or any types,strict: true in tsconfig.json,"any types everywhere",High,https://nextjs.org/docs/app/building-your-application/configuring/typescript,not-applicable,ai-recommended,none,agent-optimized,standard
36,TypeScript,Type route params properly,Type-safe dynamic route parameters,Type params in generateStaticParams and page,"Untyped params accessed with params.id","type Props = { params: { slug: string } }","const { id } = params  // untyped",Medium,,not-applicable,none,none,agent-aware,standard
37,Security,Validate environment variables,Ensure all env vars present at build,t3-env or zod schema for env validation,Access env vars without validation,"import { env } from '@/env.mjs'",process.env.API_KEY without validation,High,,not-applicable,none,gdpr-ready,agent-aware,standard
38,Security,Use Content Security Policy,Protect against XSS and injection,CSP headers in next.config or middleware,No CSP headers,"contentSecurityPolicy in headers",No security headers,High,,not-applicable,none,hipaa-grade,agent-aware,standard
39,Security,Server-only modules for secrets,Prevent server code from bundling to client,import 'server-only' for sensitive modules,Shared utils with env vars,"import 'server-only'",process.env.SECRET in shared file,High,,not-applicable,none,hipaa-grade,agent-optimized,standard
40,Testing,Use Playwright for E2E tests,Full browser testing for critical flows,Playwright for user journey tests,Manual testing only,await page.goto('/'); expect(page.title()),Manual browser testing,Medium,https://nextjs.org/docs/app/building-your-application/testing/playwright,not-applicable,none,none,agent-aware,standard
41,Testing,Mock server components in tests,Test server components with proper mocking,Mock fetch and database calls in tests,Skip server component tests,vi.mock for fetch calls,No server component tests,Medium,,not-applicable,none,none,agent-aware,standard
42,AI,Stream AI responses with RSC,Use Server Components for AI streaming,AI SDK + Suspense for streaming chat UI,Client-side fetch for AI responses,"const stream = await ai.streamText(); return <Stream />",useEffect + fetch for AI chat,High,,not-applicable,ai-native,basic,agent-native,critical
43,AI,Use AI SDK with Server Actions,Integrate Vercel AI SDK with server actions,'use server' functions with AI SDK,Client-side API calls to AI,"async function chat() { 'use server'; return ai.streamText() }",fetch('/api/ai') from client,High,,not-applicable,ai-native,basic,agent-native,strict
44,AI,Implement AI route handlers,Streaming AI endpoints via route handlers,Edge runtime + streaming response for AI,Standard Node.js runtime for AI endpoints,"export const runtime = 'edge'; return ai.toDataStreamResponse()",Blocking response for AI generation,Medium,,not-applicable,ai-native,basic,agent-native,critical
45,Privacy,Implement consent-aware analytics,Respect user privacy choices,Load analytics only after consent,Auto-load tracking scripts,"if(consent) loadAnalytics() via next/script",GA in layout.tsx unconditionally,High,,not-applicable,none,gdpr-ready,agent-aware,standard
46,Privacy,Support right to data deletion,GDPR/CCPA compliance in UI,Clear data deletion flow in settings,Hide behind support emails,"Settings > Delete Account > Confirm",Email support@company.com,High,,not-applicable,none,hipaa-grade,agent-aware,standard
47,Agent,Expose semantic selectors for agents,AI agents need stable selectors,data-testid and aria attributes on interactions,Dynamic classnames only,"data-testid='checkout-btn'",Randomly generated classnames,Medium,,not-applicable,ai-native,none,agent-native,standard
48,Agent,Support multi-step agent workflows,Agents need progress visibility,Step indicators for multi-stage operations,Single loading spinner,"<Steps current={2} total={4} />",Single spinner for all steps,High,,not-applicable,ai-native,none,agent-native,standard
49,ISR,Use on-demand revalidation,Revalidate specific pages when content changes,revalidateTag/revalidatePath in Server Actions,Time-based revalidation for user content,"revalidateTag('posts') after mutation",revalidate: 60 for frequently updated data,Medium,https://nextjs.org/docs/app/building-your-application/data-fetching/incremental-static-regeneration,not-applicable,none,none,agent-aware,strict
50,ISR,Use proper cache tags,Tag cached data for granular invalidation,Descriptive tags for fetch and unstable_cache,No tags on cached data,"fetch(url, { next: { tags: ['posts'] } })","fetch(url) without tags",Medium,,not-applicable,none,none,none,strict
51,Config,Use next.config.ts for type safety,TypeScript config in Next.js 15,next.config.ts with NextConfig type,next.config.js without types,"import type { NextConfig } from 'next'",module.exports = {} untyped,Low,https://nextjs.org/docs/app/api-reference/config/next-config-js,not-applicable,none,none,agent-aware,standard
52,Config,Configure redirects and rewrites,Handle URL changes and proxying,Redirects for moved pages rewrites for proxies,Client-side redirect logic,"redirects: [{ source destination permanent }]",router.push in useEffect,Low,https://nextjs.org/docs/app/api-reference/config/next-config-js/redirects,not-applicable,none,none,none,standard
