No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Dark_Mode_Strategy,AI_Integration_Level,Privacy_Tier,Agent_Readiness,Performance_Budget
26,Config,Use runtimeConfig for secrets,Server-only secrets via runtime config,runtimeConfig for API keys and secrets,Hardcoded or publicly exposed secrets,"runtimeConfig: { apiKey: '' }","NUXT_PUBLIC_API_SECRET exposed",High,https://nuxt.com/docs/guide/going-further/runtime-config,not-applicable,none,hipaa-grade,agent-aware,standard
27,Modules,Use Nuxt modules ecosystem,Leverage community modules,@nuxt/image @nuxt/content @pinia/nuxt,Build everything from scratch,modules: ['@nuxt/image'],Custom image optimization,Medium,https://nuxt.com/modules,not-applicable,ai-optional,none,none,standard
28,Modules,Use Nuxt Content for CMS,File-based CMS with MDC,@nuxt/content for docs/blogs,Custom markdown processing,"const { data } = await useAsyncData(() => queryContent('/blog').find())",Custom markdown parser,Medium,https://content.nuxt.com/,not-applicable,ai-optional,none,agent-aware,standard
29,TypeScript,Use strict TypeScript,Type safety across the application,Strict TypeScript in tsconfig,Loose or no TypeScript,strict: true in tsconfig.json,any types everywhere,High,https://nuxt.com/docs/guide/concepts/typescript,not-applicable,ai-recommended,none,agent-optimized,standard
30,TypeScript,Type server routes,Type-safe API responses,Typed return values for server routes,Untyped API responses,"defineEventHandler((): User[] => { })","defineEventHandler(() => { // untyped })",Medium,,not-applicable,none,none,agent-aware,standard
31,Styling,Use scoped styles,Prevent style conflicts,<style scoped> in components,Global styles for component CSS,"<style scoped>.card { }</style>","<style>.card { }</style>",Medium,,token-based,none,none,none,standard
32,Styling,Support dark mode with tokens,Design token approach for themes,CSS custom properties + color-scheme,Separate dark mode files,"@media (prefers-color-scheme: dark) { --bg: #111 }",Duplicate styles,Medium,,auto-detect,none,none,none,standard
33,Testing,Use @nuxt/test-utils,Official testing utilities for Nuxt,@nuxt/test-utils for integration tests,Plain vitest without Nuxt context,"import { setup } from '@nuxt/test-utils'",vitest without Nuxt setup,Medium,https://nuxt.com/docs/getting-started/testing,not-applicable,none,none,agent-aware,standard
34,Error,Use error.vue for error pages,App-level error handling,error.vue in root for custom error pages,Generic browser error pages,error.vue with clearError + navigateTo,Default error page,Medium,https://nuxt.com/docs/getting-started/error-handling,not-applicable,none,none,none,standard
35,Error,Use createError for server errors,Proper error throwing in server routes,createError with statusCode and message,Generic throw or console.error,"throw createError({ statusCode: 404, statusMessage: 'Not Found' })","throw new Error('not found')",Medium,https://nuxt.com/docs/api/utils/create-error,not-applicable,none,none,agent-aware,standard
36,Performance,Use payload optimization,Minimize SSR payload size,Pick only needed fields from API responses,Send full database objects to client,"const { data } = useFetch('/api/posts', { pick: ['id', 'title'] })","Return entire DB row to client",Medium,,not-applicable,none,none,none,critical
37,Performance,Use Nuxt DevTools,Debug and optimize during development,Nuxt DevTools for profiling and inspection,console.log debugging only,@nuxt/devtools module,console.log everywhere,Low,https://devtools.nuxt.com/,not-applicable,none,none,none,standard
38,Security,Validate environment variables,Ensure required env vars present,Schema validation for env vars,Access without validation,"runtimeConfig with defaults + server validation",process.env.KEY without check,High,,not-applicable,none,gdpr-ready,agent-aware,standard
39,Security,Use CORS properly,Configure cross-origin access,Nitro routeRules for CORS headers,Open CORS or no CORS,"routeRules: { '/api/**': { cors: true } }","No CORS configuration",Medium,,not-applicable,none,basic,none,standard
40,Nuxt4,Prepare for Nuxt 4 compatibility,Align with upcoming Nuxt 4 changes,Enable compatibility flags for gradual migration,Wait until Nuxt 4 release to migrate,"compatibilityVersion: 4 in nuxt.config",No migration preparation,Medium,https://nuxt.com/docs/getting-started/upgrade#testing-nuxt-4,not-applicable,none,none,none,standard
41,AI,Stream AI responses,Progressive AI output rendering,Server-sent events for AI streaming,Wait for full AI response,EventSource for streaming AI chat,await fetch then render all at once,High,,not-applicable,ai-native,basic,agent-native,critical
42,AI,Label AI-generated content,Mark AI outputs clearly,Badge component for AI attribution,Present AI as human,"<Badge>AI Generated</Badge>",No attribution,High,,not-applicable,ai-native,gdpr-ready,agent-native,standard
43,Privacy,Consent-aware analytics,Respect user privacy,Load tracking only after consent,Auto-load analytics,Conditional analytics script,GA in app.vue unconditionally,High,,not-applicable,none,gdpr-ready,agent-aware,standard
44,Privacy,Support data deletion,GDPR/CCPA compliance,Clear data deletion flow,Hide behind support,Settings > Delete Account,Email support,High,,not-applicable,none,hipaa-grade,agent-aware,standard
45,Agent,Stable selectors for agents,AI agents need predictable selectors,data-testid on interactive elements,Dynamic class-only selectors,"data-testid='submit'",Random class names,Medium,,not-applicable,ai-native,none,agent-native,standard
