No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Dark_Mode_Strategy,AI_Integration_Level,Privacy_Tier,Agent_Readiness,Performance_Budget
28,Security,Sanitize {@html} content,Prevent XSS from user content,DOMPurify before {@html},Raw user input in {@html},"{ @html DOMPurify.sanitize(content) }","{ @html userInput }",High,,not-applicable,none,gdpr-ready,agent-optimized,standard
29,Security,Server-side validation,Client validation is bypassable,Zod validation in form actions,Client-only validation,"const result = schema.parse(formData)","Only bind:value checks",High,,not-applicable,ai-recommended,gdpr-ready,agent-optimized,standard
30,Forms,Use enhance for progressive forms,SvelteKit form enhancement,use:enhance on forms for progressive enhancement,JavaScript-only form handling,"<form method='POST' use:enhance>","fetch() for form submission",Medium,https://svelte.dev/docs/kit/form-actions#Progressive-enhancement,not-applicable,none,basic,agent-aware,standard
31,Forms,Use proper input types,HTML5 input types for validation,type='email' type='tel' inputmode,type='text' for everything,"<input type='email' autocomplete='email' />","<input type='text' />  for email",Medium,,not-applicable,none,basic,none,standard
32,AI,Stream AI responses,Progressive AI output in Svelte,Reactive stream binding for AI chat,Wait for full AI response,"let output = $state(''); streamAI(chunk => output += chunk)","await fetchAI() then render all",High,,not-applicable,ai-native,basic,agent-native,critical
33,AI,Label AI content clearly,Mark AI-generated outputs,Badge component for AI attribution,Present AI as human content,"<Badge variant='ai'>AI Generated</Badge>",No AI label,High,,not-applicable,ai-native,gdpr-ready,agent-native,standard
34,AI,Human-in-the-loop gates,Require approval for critical AI actions,Confirmation before irreversible actions,Auto-execute AI suggestions,"<ConfirmDialog>Proceed with changes?</ConfirmDialog>","AI executes without asking",High,,not-applicable,ai-native,gdpr-ready,agent-native,standard
35,Privacy,Consent-based analytics,Load tracking after consent,Conditional script loading,Auto-load analytics,"if(consent) loadScript('analytics.js')","Script in app.html unconditionally",High,,not-applicable,none,gdpr-ready,agent-aware,standard
36,Privacy,Data deletion support,GDPR/CCPA right to delete,Clear deletion UI in settings,Hide behind support,"Settings > Delete > Confirm","Email support@company.com",High,,not-applicable,none,hipaa-grade,agent-aware,standard
37,Agent,Stable selectors for agents,AI agents need consistent DOM selectors,data-testid on interactive elements,Dynamic class-only selectors,"data-testid='checkout-btn'",Random class names,Medium,,not-applicable,ai-native,none,agent-native,standard
38,Agent,Agent status indicators,Show agent activity state,Real-time status for long operations,Blank screen during processing,"<StatusPill>{status}</StatusPill>","No feedback",High,,not-applicable,ai-native,none,agent-native,standard
