No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Dark_Mode_Strategy,AI_Integration_Level,Privacy_Tier,Agent_Readiness,Performance_Budget
21,Performance,Use trackBy in legacy ngFor,Always provide trackBy function for *ngFor (legacy code),Supply trackBy for all list iterations in legacy templates,Omit trackBy — entire list re-renders on change,"*ngFor=""let item of items; trackBy: trackById""","*ngFor=""let item of items"" without trackBy",High,,auto-detect,none,none,none,critical
22,Performance,Bundle optimization,Use esbuild-based builder for fast builds (Angular 17+),Use @angular-devkit/build-angular:application builder,"Use legacy Webpack builder for new projects","builder: '@angular-devkit/build-angular:application'","builder: '@angular-devkit/build-angular:browser'",Medium,,auto-detect,none,none,none,critical
23,Performance,Zoneless Angular,Experiment with zoneless change detection (Angular 18+),Use provideExperimentalZonelessChangeDetection() with signals,Mix zone.js patterns with zoneless — inconsistent behavior,"provideExperimentalZonelessChangeDetection()","Using zone.js + manual detectChanges everywhere",Medium,https://angular.dev/guide/experimental/zoneless,auto-detect,none,none,agent-aware,critical
24,Testing,Use testing utilities,Use Angular Testing Library for component tests,Write tests from user perspective with Testing Library,Test implementation details and internal state,"const { getByText } = await render(MyComponent); expect(getByText('Hello'))","fixture.debugElement.query(By.css('.internal-class'))",Medium,,auto-detect,none,none,none,standard
25,SSR,Use Angular SSR,Enable server-side rendering with @angular/ssr,Use ng add @angular/ssr for SSR setup,Skip SSR for content-heavy public pages,"ng add @angular/ssr // sets up Express server","Client-only rendering for SEO-critical pages",High,https://angular.dev/guide/ssr,auto-detect,none,none,none,critical
26,SSR,Use hydration,Enable client hydration for SSR pages (Angular 16+),Use provideClientHydration() in app config,Destroy and recreate DOM after SSR — causes flicker,"provideClientHydration()","Full client-side re-render after SSR page load",High,,auto-detect,none,none,none,critical
27,Styling,Use component styles,Keep styles scoped to components with styleUrls or styles,Use component-scoped styles with view encapsulation,Put all styles in global stylesheet — conflicts and specificity wars,"@Component({ styles: [':host { display: block }'] })","All styles in styles.css with deep selectors",Medium,,token-based,none,none,none,standard
28,Styling,Use CSS variables for theming,Define theme with CSS custom properties,Use CSS variables for dynamic theming and dark mode,Hardcode colors in component styles,"--primary: #2563eb; color: var(--primary)","color: #2563eb in every component",High,,token-based,none,none,none,standard
29,A11y,Use Angular CDK a11y,Use @angular/cdk/a11y for focus management,Use FocusTrap and LiveAnnouncer from CDK,Build custom focus management from scratch,"import { A11yModule } from '@angular/cdk/a11y'; cdkTrapFocus","document.querySelector('.modal input').focus() // fragile",High,,auto-detect,none,none,none,standard
30,Security,Use DomSanitizer,Sanitize dynamic HTML/URLs with Angular's DomSanitizer,Use bypassSecurityTrustHtml only for truly trusted content,Bypass security for user-generated content,"this.sanitizer.sanitize(SecurityContext.HTML, userInput)","this.sanitizer.bypassSecurityTrustHtml(userInput) // unsafe",Critical,https://angular.dev/guide/security,auto-detect,none,gdpr-ready,none,standard
31,Architecture,Use feature-based structure,Organize code by feature not by type,Group components/services/models by feature folder,Create components/ services/ models/ folders at root,"src/features/users/ (component + service + model together)","src/components/ + src/services/ — unrelated files grouped",High,,auto-detect,none,none,agent-aware,standard
32,Architecture,Use environment files,Use environment.ts for config that varies by deploy target,Use environment files for API URLs and feature flags,Hardcode API URLs or use string literals,"environment.apiUrl","const API = 'https://api.example.com' // hardcoded",High,,auto-detect,none,basic,none,standard
33,Dark Mode,System detection + toggle,Support system preference detection with manual override,Use prefers-color-scheme + manual toggle with localStorage,Hardcode light-only theme,":root { color-scheme: light dark } [data-theme='dark'] { --bg: #0f172a }","All colors hardcoded as light theme only",High,,auto-detect,none,none,none,standard
34,AI,AI chat with streaming,Use HttpClient with EventSource for AI streaming responses,Stream AI responses with progressive rendering,Wait for complete AI response before showing,"const eventSource = new EventSource('/api/chat'); eventSource.onmessage = ...","await this.http.post('/api/chat').toPromise() // blocks",Medium,,auto-detect,ai-optional,basic,agent-aware,standard
35,Privacy,Consent management,Implement cookie consent before tracking,Show consent banner and only track after opt-in,Load analytics scripts before consent,"if (this.consentService.hasConsent('analytics')) { loadGA() }","loadGA() in app.component.ts // before consent",Critical,,auto-detect,none,gdpr-ready,none,standard
