No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Dark_Mode_Strategy,AI_Integration_Level,Privacy_Tier,Agent_Readiness,Performance_Budget
18,Styling,Use semantic colors,Colors that adapt to appearance,Color.primary .secondary .accentColor,Hardcoded color values,"Color.primary","Color(red: 0, green: 0, blue: 0)",Medium,,token-based,none,none,agent-aware,standard
19,Styling,Use design tokens via assets,ColorSet assets for theme consistency,Asset catalog color sets,Hardcoded Color init,Color('brandPrimary'),"Color(hex: '#3b82f6')",Medium,,token-based,none,none,none,standard
20,DarkMode,Support dark mode automatically,SwiftUI adapts to system appearance,Use semantic colors that auto-adapt,Force light appearance,Color.primary adapts automatically,.preferredColorScheme(.light) on everything,High,,auto-detect,none,none,none,standard
21,DarkMode,Test both appearances,Verify UI in light and dark,#Preview with colorScheme overrides,Ship without dark mode testing,"#Preview { ContentView().preferredColorScheme(.dark) }","Only test light mode",Medium,,auto-detect,none,none,none,standard
22,Animation,Use withAnimation for state-driven,Implicit animations on state changes,withAnimation for smooth transitions,Abrupt state changes,"withAnimation(.spring) { isExpanded.toggle() }","isExpanded.toggle() // no animation",Medium,https://developer.apple.com/documentation/swiftui/withanimation(_:_:),not-applicable,none,none,none,standard
23,Animation,Use animation modifier for persistent,View-level animation that persists,animation() modifier for continuous effects,.animation(nil) removing transitions,".animation(.easeInOut, value: offset)","No animation modifier",Low,,not-applicable,none,none,none,standard
24,Animation,Use phaseAnimator for sequences,Multi-phase animation sequences,PhaseAnimator for complex animation states,Manual state machine for animation,"PhaseAnimator([Phase.start, .middle, .end])","Timer-based animation state changes",Medium,,not-applicable,none,none,none,standard
25,Lists,Use List for standard lists,Built-in list with platform styling,List with ForEach for standard lists,Custom VStack for lists,"List { ForEach(items) { item in ItemRow(item) } }","VStack { ForEach(items) { } }",Medium,,not-applicable,none,none,agent-aware,standard
26,Lists,Use searchable modifier,Built-in search functionality,searchable for filterable lists,Custom search field,".searchable(text: $searchText)","TextField + manual filtering",Medium,,not-applicable,ai-optional,none,agent-aware,standard
27,Lists,Use swipeActions for row actions,Swipe gestures for list item actions,swipeActions for edit/delete,Custom gesture recognizers,".swipeActions { Button('Delete') { } }","Custom swipe gesture handling",Medium,,not-applicable,none,none,none,standard
28,Async,Use .task modifier for async,Launch async work tied to view lifecycle,.task for data loading on appear,onAppear with Task { },".task { data = await fetchData() }","onAppear { Task { data = await fetch() } }",Medium,,not-applicable,ai-optional,none,agent-aware,standard
29,Async,Handle async errors properly,Show error states for failed operations,Alert or error view for async failures,Silent failures,".task { do { } catch { error = e } }",".task { try? await fetch() }",Medium,,not-applicable,none,none,agent-aware,standard
30,Widgets,Build WidgetKit widgets,Home screen widgets with SwiftUI,WidgetKit with Timeline providers,No widget support,"struct MyWidget: Widget { var body: some WidgetConfiguration { } }","No widget implementation",Medium,https://developer.apple.com/documentation/widgetkit,not-applicable,ai-optional,none,agent-aware,standard
31,Accessibility,Use accessibility modifiers,VoiceOver and accessibility support,accessibilityLabel hint for all controls,Missing accessibility labels,".accessibilityLabel('Delete item')","Image(systemName: 'trash') with no label",High,,not-applicable,none,none,none,standard
32,Accessibility,Group related elements,Reduce VoiceOver verbosity,accessibilityElement(children: .combine),Every element announced separately,".accessibilityElement(children: .combine)","Individual labels on each sub-element",Medium,,not-applicable,none,none,none,standard
33,Accessibility,Support Dynamic Type,Respect user's text size,Prefer built-in text styles,Fixed font sizes,".font(.body)","font(.system(size: 14))",High,,not-applicable,none,none,none,standard
34,Testing,Write ViewInspector tests,Test SwiftUI views in isolation,ViewInspector for view component testing,XCUITest for everything,ViewInspector assertions on view hierarchy,Only XCUITest,Medium,,not-applicable,none,none,agent-aware,standard
35,Security,Use Keychain for secrets,Secure storage for sensitive data,Keychain Services for tokens and keys,UserDefaults for secrets,"Keychain.save(token, for: 'authToken')","UserDefaults.set(token, forKey: 'token')",High,,not-applicable,none,hipaa-grade,agent-aware,standard
36,AI,Stream AI responses,Progressive AI text rendering,AsyncSequence for streaming AI output,Wait for full response,"for await chunk in aiStream { text += chunk }","let response = await ai.generate()",High,,not-applicable,ai-native,basic,agent-native,critical
37,AI,Label AI content,Clear AI attribution,Badge or label for AI-generated content,Present AI as human,"Label('AI Generated', systemImage: 'sparkles')","No attribution",High,,not-applicable,ai-native,gdpr-ready,agent-native,standard
38,Privacy,Request permissions contextually,Ask for access at point of use,Permission request with usage description,Batch permissions at launch,"PHPhotoLibrary.requestAuthorization when user taps gallery","Request all on launch",High,,not-applicable,none,gdpr-ready,agent-aware,standard
39,Privacy,Support account deletion,App Store requirement for account deletion,Clear account deletion in settings,No deletion option,"Settings > Account > Delete Account","Hidden or missing deletion",High,,not-applicable,none,hipaa-grade,agent-aware,standard
40,Agent,Use accessibilityIdentifier,Stable identifiers for automation,accessibilityIdentifier for test automation,Rely on labels for automation,".accessibilityIdentifier('submitBtn')","accessibilityLabel for test IDs",Medium,,not-applicable,ai-native,none,agent-native,standard
