No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Dark_Mode_Strategy,AI_Integration_Level,Privacy_Tier,Agent_Readiness,Performance_Budget
11,Window,Minimize to tray,Support system tray for background apps,Use tray plugin for apps that run in background,Close app on window close when it should keep running,"app.plugin(tauri_plugin_tray::init()); on_close → hide to tray","App exits on close — user loses background functionality",Medium,https://v2.tauri.app/plugin/system-tray/,not-applicable,none,none,none,standard
12,File System,Use dialog plugin,Use native file dialogs for open/save operations,Use @tauri-apps/plugin-dialog for native file pickers,Build custom HTML file picker — not native look/feel,"const path = await open({ filters: [{ name: 'Images', extensions: ['png', 'jpg'] }] })","<input type='file'> for desktop file selection",High,https://v2.tauri.app/plugin/dialog/,not-applicable,none,none,none,standard
13,File System,Use fs plugin safely,Read/write files through Tauri fs plugin with scope,Scope fs access to specific directories only,Allow unrestricted file system access — security risk,"fs:allow-read-file with scope: ['$APPDATA/**']","fs:default with no scope restriction",Critical,https://v2.tauri.app/plugin/file-system/,not-applicable,none,basic,none,standard
14,File System,Handle paths cross-platform,Use Tauri path APIs for cross-platform file paths,Use appDataDir() appConfigDir() for platform-correct paths,Hardcode Windows or Unix paths,"const configDir = await appConfigDir(); // ~/Library/... or %APPDATA%/...","const configPath = 'C:\\Users\\user\\AppData\\...'",High,,not-applicable,none,none,agent-aware,standard
15,State,Use Tauri state management,Share state across commands with Tauri managed state,Use app.manage() for shared application state in Rust,"Use global statics — unsafe concurrent access","app.manage(AppState::default()); // thread-safe managed state","static mut STATE: Option<Data> = None; // unsafe",High,,not-applicable,none,none,none,standard
16,State,Use frontend store for UI,Use Zustand/Pinia/signals for frontend-only UI state,Keep UI state (theme/sidebar/tabs) in frontend store,Send every state change to Rust — unnecessary IPC overhead,"const useUIStore = create(() => ({ sidebarOpen: false }))","invoke('toggle_sidebar') // round-trip for UI-only state",Medium,,not-applicable,none,none,none,standard
17,Updates,Auto-update support,Implement auto-updates with Tauri updater plugin,Use @tauri-apps/plugin-updater for automatic updates,Skip auto-update — users stuck on old versions,"const update = await check(); if (update) { await update.downloadAndInstall() }","No update mechanism — users must manually download new versions",High,https://v2.tauri.app/plugin/updater/,not-applicable,none,none,none,standard
18,Updates,Update notification,Show user-friendly update notification,Show update available + changelog + install/skip buttons,Silently update or block app until updated,"Banner: 'v2.1 available: New keyboard shortcuts!' [Update Now] [Later]","App blocked: 'Updating...' with no option to skip",High,,not-applicable,none,none,none,standard
19,Notifications,Use notification plugin,Send native OS notifications,Use @tauri-apps/plugin-notification for system notifications,Use no notifications — user misses important events,"sendNotification({ title: 'Download Complete', body: fileName })","alert('Download complete') in webview — not native",Medium,https://v2.tauri.app/plugin/notification/,not-applicable,none,none,none,standard
20,Performance,Minimize bundle size,Keep frontend bundle small for fast cold start,Use Vite with tree-shaking for minimal frontend bundle,Ship heavy frameworks — slow cold start,"Vite production build < 500KB frontend bundle","3MB React + Material UI + chart library in simple app",High,,not-applicable,none,none,none,critical
21,Performance,Use async commands,Make Rust commands async for non-blocking operations,Use async fn for file I/O and network operations in Rust,Block main thread with sync file operations,"#[tauri::command] async fn fetch_data() -> Result<Data, Error>","#[tauri::command] fn fetch_data() -> Data { blocking_call() }",High,,not-applicable,none,none,none,critical
22,Performance,Lazy load windows,Create secondary windows on demand not at startup,Open settings/about windows only when user requests them,Create all windows at startup — slow launch time,"Menu click → create_window('settings') on demand","app.setup: create main + settings + about + help windows",Medium,,not-applicable,none,none,none,critical
23,UX,Use keyboard shortcuts,Register global and local keyboard shortcuts,Use shortcut plugin for power-user keyboard shortcuts,"No keyboard shortcuts — desktop app feels like a website","register('CommandOrControl+K', () => openCommandPalette())","No shortcut support — user must use mouse for everything",High,https://v2.tauri.app/plugin/global-shortcut/,not-applicable,none,none,agent-aware,standard
24,UX,Support drag and drop,Handle file drag-and-drop from OS into the app,Use drag-drop event listeners for file imports,Require file dialog for every import — friction,"listen('tauri://drag-drop', (event) => handleFiles(event.payload))","No drag-drop support — user must always click 'Open file'",Medium,,not-applicable,none,none,none,standard
25,UX,Native menus,Use native application menu bar,Create native menu with Tauri menu API — not HTML menu,Build custom HTML menu bar — doesn't feel native,"Menu::with_items(&app, &[&file_menu, &edit_menu, &help_menu])?","<div class='menubar'><div class='menu-item'>File</div></div>",High,,not-applicable,none,none,none,standard
26,UX,Deep linking,Support deep links for app integration,Use deep-link plugin for custom URL protocol handling,No deep linking — can't integrate with other apps,"register protocol: myapp:// → handle route in app","No protocol handler — users can't link directly to app features",Medium,https://v2.tauri.app/plugin/deep-linking/,not-applicable,none,none,agent-aware,standard
27,Dark Mode,Follow OS theme,Detect and follow OS dark mode preference,Read system theme and apply matching CSS variables,Hardcode light theme — ignores user OS preference,"window.__TAURI__.window.currentMonitor().theme → apply CSS vars","Always light theme regardless of OS dark mode setting",High,,auto-detect,none,none,none,standard
28,Persistence,Use store plugin,Persist app settings with Tauri store plugin,Use @tauri-apps/plugin-store for key-value persistence,Use localStorage for important data — wiped on webview clear,"const store = await load('settings.json'); await store.set('theme', 'dark')","localStorage.setItem('theme', 'dark') // not persistent across clear",High,https://v2.tauri.app/plugin/store/,not-applicable,none,basic,none,standard
29,Database,Use SQLite for local data,Use SQLite via Tauri plugin for structured local data,Use tauri-plugin-sql for local database operations,Use IndexedDB for complex queries — poor performance,"const db = await Database.load('sqlite:myapp.db')","IndexedDB for relational data with joins",Medium,,not-applicable,none,basic,none,standard
30,Build,Cross-platform builds,Configure builds for Windows/macOS/Linux,Use Tauri's build system with platform-specific configuration,Build only for one platform — limits audience,"tauri build --target x86_64-apple-darwin and --target x86_64-pc-windows-msvc","Only building .exe — macOS and Linux users excluded",High,,not-applicable,none,none,none,standard
